,time_crime_hour,location_description,cnt,__fileposition__
1373,12,"COMMERCIAL / BUSINESS OFFICE",2364,51708
1374,12,"CHA PARKING LOT/GROUNDS",2029,51756
1375,12,"CHA APARTMENT",1855,51799
1376,12,"GROCERY FOOD STORE",1819,51832
1377,12,"TAVERN/LIQUOR STORE",1710,51870
1378,12,"HOTEL/MOTEL",1474,51909
1379,12,"DRIVEWAY - RESIDENTIAL",1427,51940
1380,12,"VACANT LOT/LAND",1234,51982
1381,12,"PARK PROPERTY",1230,52017
1382,12,"ATM (AUTOMATIC TELLER MACHINE)",1137,52050
1383,12,"CTA PLATFORM",1073,52100
1384,12,"SCHOOL, PUBLIC, BUILDING",914,52132
1385,12,"POLICE FACILITY/VEH PARKING LOT",877,52176
1386,12,"HOSPITAL BUILDING/GROUNDS",865,52227
1387,12,"CTA TRAIN",798,52272
1388,12,"CHA HALLWAY/STAIRWELL/ELEVATOR",777,52301
1389,12,"CHURCH/SYNAGOGUE/PLACE OF WORSHIP",721,52351
1390,12,"AIRPORT/AIRCRAFT",682,52404
1391,12,"DEPARTMENT STORE",648,52440
1392,12,"DRUG STORE",572,52476
1393,12,"CURRENCY EXCHANGE",566,52506
1394,12,"CONVENIENCE STORE",545,52543
1395,12,"CONSTRUCTION SITE",540,52580
1396,12,"TAXICAB",486,52617
1397,12,"NURSING HOME/RETIREMENT HOME",467,52644
1398,12,"WAREHOUSE",436,52692
1399,12,"ABANDONED BUILDING",424,52721
1400,12,"GOVERNMENT BUILDING/PROPERTY",402,52759
1401,12,"FACTORY/MANUFACTURING BUILDING",374,52807
1402,12,"CTA BUS",352,52857
1403,12,"SCHOOL, PRIVATE, BUILDING",329,52884
1404,12,"SCHOOL, PUBLIC, GROUNDS",306,52929
1405,12,"BARBERSHOP",282,52972
1406,12,"CTA GARAGE / OTHER PROPERTY",270,53002
1407,12,"MEDICAL/DENTAL OFFICE",243,53049
1408,12,"OTHER RAILROAD PROP / TRAIN DEPOT",227,53090
1409,12,"VEHICLE-COMMERCIAL",197,53143
1410,12,"",186,53181
1411,12,"SPORTS ARENA/STADIUM",172,53201
1412,12,"CLEANING STORE",142,53241
1413,12,"CTA BUS STOP",129,53275
1414,12,"COLLEGE/UNIVERSITY RESIDENCE HALL",127,53307
1415,12,"COLLEGE/UNIVERSITY GROUNDS",126,53360
1416,12,"ATHLETIC CLUB",122,53406
1417,12,"MOVIE HOUSE/THEATER",111,53439
1418,12,"SCHOOL, PRIVATE, GROUNDS",99,53478
1419,12,"DAY CARE CENTER",98,53522
1420,12,"OTHER COMMERCIAL TRANSPORTATION",81,53557
1421,12,"CAR WASH",72,53608
1422,12,"LIBRARY",70,53636
1423,12,"AUTO",64,53663
1424,12,"CREDIT UNION",60,53687
1425,12,"CTA STATION",60,53719
1426,12,"APPLIANCE STORE",59,53750
1427,12,"FIRE STATION",57,53785
1428,12,"BOWLING ALLEY",54,53817
1429,12,"POOL ROOM",54,53850
1430,12,"COIN OPERATED MACHINE",53,53879
1431,12,"JAIL / LOCK-UP FACILITY",52,53920
1432,12,"HIGHWAY/EXPRESSWAY",49,53963
1433,12,"LAKEFRONT/WATERFRONT/RIVERBANK",46,54001
1434,12,"AIRPORT TERMINAL UPPER LEVEL - SECURE AREA",39,54051
1435,12,"AIRPORT TERMINAL LOWER LEVEL - NON-SECURE AREA",39,54113
1436,12,"AIRPORT VENDING ESTABLISHMENT",37,54179
1437,12,"BOAT/WATERCRAFT",35,54228
1438,12,"AIRPORT EXTERIOR - NON-SECURE AREA",33,54263
1439,12,"ANIMAL HOSPITAL",33,54317
1440,12,"AIRPORT BUILDING NON-TERMINAL - NON-SECURE AREA",32,54352
1441,12,"PORCH",30,54419
1442,12,"HOUSE",29,54444
1443,12,"AIRPORT PARKING LOT",24,54469
1444,12,"CEMETARY",23,54508
1445,12,"VEHICLE - OTHER RIDE SERVICE",22,54536
1446,12,"DELIVERY TRUCK",19,54584
1447,12,"SAVINGS AND LOAN",18,54618
1448,12,"BRIDGE",18,54654
1449,12,"AIRPORT EXTERIOR - SECURE AREA",18,54680
1450,12,"AIRPORT TERMINAL LOWER LEVEL - SECURE AREA",17,54730
1451,12,"FOREST PRESERVE",15,54792
1452,12,"AIRCRAFT",15,54827
1453,12,"YARD",15,54855
1454,12,"FEDERAL BUILDING",14,54879
1455,12,"AIRPORT BUILDING NON-TERMINAL - SECURE AREA",12,54915
1456,12,"PARKING LOT",10,54978
1457,12,"AIRPORT TERMINAL UPPER LEVEL - NON-SECURE AREA",8,55009
1458,12,"GAS STATION DRIVE/PROP.",7,55075
1459,12,"PAWN SHOP",7,55118
1460,12,"VACANT LOT",7,55147
1461,12,"TAVERN",6,55177
1462,12,"HALLWAY",6,55203
1463,12,"GANGWAY",6,55230
1464,12,"NEWSSTAND",5,55257
1465,12,"CHA GROUNDS",5,55286
1466,12,"CTA TRACKS - RIGHT OF WAY",5,55317
1467,12,"AIRPORT TERMINAL MEZZANINE - NON-SECURE AREA",4,55362
1468,12,"BASEMENT",4,55426
1469,12,"CHA PARKING LOT",4,55454
1470,12,"GARAGE",3,55489
1471,12,"CHA ELEVATOR",2,55515
1472,12,"SCHOOL YARD",2,55547
1473,12,"CLUB",2,55578
1474,12,"HOTEL",2,55602
1475,12,"CHA HALLWAY",2,55627
1476,12,"CHA LOBBY",1,55658
1477,12,"CHURCH",1,55687
1478,12,"RETAIL STORE",1,55713
1479,12,"RAILROAD PROPERTY",1,55745
1480,12,"VEHICLE - DELIVERY TRUCK",1,55782
1481,13,"STREET",63469,55826
1482,13,"RESIDENCE",49832,55852
1483,13,"SIDEWALK",32150,55881
1484,13,"APARTMENT",26338,55909
1485,13,"SCHOOL, PUBLIC, BUILDING",16728,55938
1486,13,"OTHER",13317,55982
1487,13,"PARKING LOT/GARAGE(NON.RESID.)",9797,56007
1488,13,"SMALL RETAIL STORE",8544,56057
1489,13,"ALLEY",7003,56095
1490,13,"DEPARTMENT STORE",6804,56120
1491,13,"RESTAURANT",6190,56156
1492,13,"GROCERY FOOD STORE",5556,56186
1493,13,"RESIDENCE PORCH/HALLWAY",5422,56224
1494,13,"VEHICLE NON-COMMERCIAL",4098,56267
1495,13,"RESIDENCE-GARAGE",3898,56309
1496,13,"CHA PARKING LOT/GROUNDS",2865,56345
1497,13,"COMMERCIAL / BUSINESS OFFICE",2810,56388
1498,13,"GAS STATION",2728,56436
1499,13,"RESIDENTIAL YARD (FRONT/BACK)",2602,56467
1500,13,"PARK PROPERTY",2545,56516
1501,13,"DRUG STORE",2193,56549
1502,13,"SCHOOL, PUBLIC, GROUNDS",1824,56579
1503,13,"BANK",1725,56622
1504,13,"CHA APARTMENT",1474,56646
1505,13,"CTA PLATFORM",1342,56679
1506,13,"VACANT LOT/LAND",1275,56711
1507,13,"CHA HALLWAY/STAIRWELL/ELEVATOR",1242,56746
1508,13,"HOSPITAL BUILDING/GROUNDS",1160,56796
1509,13,"CTA BUS",1116,56841
1510,13,"SCHOOL, PRIVATE, BUILDING",1083,56868
1511,13,"HOTEL/MOTEL",1002,56913
1512,13,"CTA TRAIN",940,56944
1513,13,"AIRPORT/AIRCRAFT",932,56973
1514,13,"CHURCH/SYNAGOGUE/PLACE OF WORSHIP",931,57009
1515,13,"GOVERNMENT BUILDING/PROPERTY",909,57062
1516,13,"CONVENIENCE STORE",697,57110
1517,13,"CURRENCY EXCHANGE",680,57147
1518,13,"ABANDONED BUILDING",672,57184
1519,13,"NURSING HOME/RETIREMENT HOME",627,57222
1520,13,"TAVERN/LIQUOR STORE",601,57270
1521,13,"LIBRARY",552,57309
1522,13,"MEDICAL/DENTAL OFFICE",537,57336
1523,13,"POLICE FACILITY/VEH PARKING LOT",534,57377
1524,13,"CONSTRUCTION SITE",517,57428
1525,13,"WAREHOUSE",498,57465
1526,13,"DRIVEWAY - RESIDENTIAL",493,57494
1527,13,"ATHLETIC CLUB",450,57536
1528,13,"COLLEGE/UNIVERSITY GROUNDS",414,57569
1529,13,"CTA GARAGE / OTHER PROPERTY",407,57615
1530,13,"BARBERSHOP",384,57662
1531,13,"OTHER RAILROAD PROP / TRAIN DEPOT",326,57692
1532,13,"VEHICLE-COMMERCIAL",304,57745
1533,13,"FACTORY/MANUFACTURING BUILDING",292,57783
1534,13,"SCHOOL, PRIVATE, GROUNDS",255,57833
1535,13,"ATM (AUTOMATIC TELLER MACHINE)",249,57877
1536,13,"CTA BUS STOP",246,57927
1537,13,"BAR OR TAVERN",240,57959
1538,13,"CLEANING STORE",232,57992
1539,13,"AIRPORT TERMINAL UPPER LEVEL - SECURE AREA",203,58026
1540,13,"",175,58088
1541,13,"SPORTS ARENA/STADIUM",174,58108
1542,13,"CAR WASH",171,58148
1543,13,"OTHER COMMERCIAL TRANSPORTATION",155,58176
1544,13,"TAXICAB",153,58227
1545,13,"CTA STATION",128,58254
1546,13,"DELIVERY TRUCK",107,58285
1547,13,"APPLIANCE STORE",105,58319
1548,13,"DAY CARE CENTER",102,58354
1549,13,"MOVIE HOUSE/THEATER",76,58389
1550,13,"LAKEFRONT/WATERFRONT/RIVERBANK",71,58428
1551,13,"AIRPORT TERMINAL LOWER LEVEL - NON-SECURE AREA",68,58478
1552,13,"FEDERAL BUILDING",64,58544
1553,13,"COLLEGE/UNIVERSITY RESIDENCE HALL",51,58580
1554,13,"COIN OPERATED MACHINE",44,58633
1555,13,"HIGHWAY/EXPRESSWAY",42,58674
1556,13,"BOAT/WATERCRAFT",40,58712
1557,13,"FOREST PRESERVE",38,58747
1558,13,"JAIL / LOCK-UP FACILITY",38,58782
1559,13,"AIRPORT VENDING ESTABLISHMENT",36,58825
1560,13,"PAWN SHOP",36,58874
1561,13,"POOL ROOM",33,58903
1562,13,"AIRPORT BUILDING NON-TERMINAL - NON-SECURE AREA",33,58932
1563,13,"AUTO",28,58999
1564,13,"FIRE STATION",27,59023
1565,13,"CEMETARY",26,59055
1566,13,"ANIMAL HOSPITAL",26,59083
1567,13,"AIRPORT TERMINAL LOWER LEVEL - SECURE AREA",25,59118
1568,13,"AIRPORT PARKING LOT",24,59180
1569,13,"SAVINGS AND LOAN",23,59219
1570,13,"AIRCRAFT",22,59255
1571,13,"AIRPORT BUILDING NON-TERMINAL - SECURE AREA",21,59283
1572,13,"AIRPORT EXTERIOR - NON-SECURE AREA",19,59346
1573,13,"AIRPORT TERMINAL UPPER LEVEL - NON-SECURE AREA",18,59400
1574,13,"CREDIT UNION",18,59466
1575,13,"HOUSE",17,59498
1576,13,"YARD",12,59523
1577,13,"AIRPORT EXTERIOR - SECURE AREA",11,59547
1578,13,"VEHICLE - OTHER RIDE SERVICE",11,59597
1579,13,"BRIDGE",10,59645
1580,13,"NEWSSTAND",9,59671
1581,13,"BOWLING ALLEY",8,59700
1582,13,"VACANT LOT",8,59733
1583,13,"PORCH",7,59763
1584,13,"VEHICLE - DELIVERY TRUCK",4,59788
1585,13,"AIRPORT TRANSPORTATION SYSTEM (ATS)",4,59832
1586,13,"PARKING LOT",4,59887
1587,13,"HALLWAY",3,59918
1588,13,"DRIVEWAY",3,59945
1589,13,"BASEMENT",2,59973
1590,13,"CHA GROUNDS",2,60001
1591,13,"CHURCH PROPERTY",2,60032
1592,13,"YMCA",1,60067
1593,13,"GARAGE/AUTO REPAIR",1,60091
1594,13,"GANGWAY",1,60129
1595,13,"RAILROAD PROPERTY",1,60156
1596,13,"CHA HALLWAY",1,60193
1597,13,"RETAIL STORE",1,60224
1598,13,"CHA PARKING LOT",1,60256
1599,13,"AIRPORT TERMINAL MEZZANINE - NON-SECURE AREA",1,60291
1600,13,"CTA TRACKS - RIGHT OF WAY",1,60355
1601,13,"CTA ""L"" TRAIN",1,60400
1602,13,"LIQUOR STORE",1,60433
1603,13,"VESTIBULE",1,60465
1604,14,"STREET",69718,60494
1605,14,"RESIDENCE",50615,60520
1606,14,"SIDEWALK",35679,60549
1607,14,"APARTMENT",27297,60577
1608,14,"SCHOOL, PUBLIC, BUILDING",16954,60606
1609,14,"OTHER",14082,60650
1610,14,"PARKING LOT/GARAGE(NON.RESID.)",9822,60675
1611,14,"SMALL RETAIL STORE",9167,60725
1612,14,"DEPARTMENT STORE",7820,60763
1613,14,"ALLEY",7232,60799
1614,14,"RESIDENCE PORCH/HALLWAY",5639,60824
1615,14,"GROCERY FOOD STORE",5603,60867
1616,14,"RESTAURANT",5342,60905
1617,14,"SCHOOL, PUBLIC, GROUNDS",4696,60935
1618,14,"RESIDENCE-GARAGE",4476,60978
1619,14,"VEHICLE NON-COMMERCIAL",3980,61014
1620,14,"PARK PROPERTY",3073,61056
1621,14,"RESIDENTIAL YARD (FRONT/BACK)",2964,61089
1622,14,"COMMERCIAL / BUSINESS OFFICE",2876,61138
1623,14,"GAS STATION",2826,61186
1624,14,"CHA PARKING LOT/GROUNDS",2641,61217
1625,14,"DRUG STORE",2147,61260
1626,14,"BANK",1797,61290
1627,14,"CTA BUS",1488,61314
1628,14,"CHA APARTMENT",1477,61341
1629,14,"CTA PLATFORM",1438,61374
1630,14,"VACANT LOT/LAND",1348,61406
1631,14,"SCHOOL, PRIVATE, BUILDING",1133,61441
1632,14,"CHA HALLWAY/STAIRWELL/ELEVATOR",1129,61486
1633,14,"HOSPITAL BUILDING/GROUNDS",1115,61536
1634,14,"HOTEL/MOTEL",1027,61581
1635,14,"CTA TRAIN",1025,61612
1636,14,"AIRPORT/AIRCRAFT",991,61641
1637,14,"GOVERNMENT BUILDING/PROPERTY",877,61677
1638,14,"CHURCH/SYNAGOGUE/PLACE OF WORSHIP",852,61725
1639,14,"CONSTRUCTION SITE",772,61778
1640,14,"CURRENCY EXCHANGE",754,61815
1641,14,"NURSING HOME/RETIREMENT HOME",735,61852
1642,14,"CONVENIENCE STORE",707,61900
1643,14,"ABANDONED BUILDING",676,61937
1644,14,"POLICE FACILITY/VEH PARKING LOT",615,61975
1645,14,"TAVERN/LIQUOR STORE",587,62026
1646,14,"DRIVEWAY - RESIDENTIAL",581,62065
1647,14,"LIBRARY",570,62107
1648,14,"MEDICAL/DENTAL OFFICE",546,62134
1649,14,"WAREHOUSE",486,62175
1650,14,"CTA GARAGE / OTHER PROPERTY",458,62204
1651,14,"ATHLETIC CLUB",427,62251
1652,14,"SCHOOL, PRIVATE, GROUNDS",413,62284
1653,14,"COLLEGE/UNIVERSITY GROUNDS",403,62328
1654,14,"BARBERSHOP",396,62374
1655,14,"FACTORY/MANUFACTURING BUILDING",378,62404
1656,14,"CTA BUS STOP",321,62454
1657,14,"OTHER RAILROAD PROP / TRAIN DEPOT",308,62486
1658,14,"VEHICLE-COMMERCIAL",299,62539
1659,14,"CLEANING STORE",278,62577
1660,14,"BAR OR TAVERN",277,62611
1661,14,"ATM (AUTOMATIC TELLER MACHINE)",274,62644
1662,14,"OTHER COMMERCIAL TRANSPORTATION",233,62694
1663,14,"AIRPORT TERMINAL UPPER LEVEL - SECURE AREA",204,62745
1664,14,"SPORTS ARENA/STADIUM",199,62807
1665,14,"TAXICAB",174,62847
1666,14,"",169,62874
1667,14,"CAR WASH",163,62894
1668,14,"DAY CARE CENTER",138,62922
1669,14,"CTA STATION",128,62957
1670,14,"APPLIANCE STORE",123,62988
1671,14,"MOVIE HOUSE/THEATER",92,63023
1672,14,"DELIVERY TRUCK",64,63062
1673,14,"FEDERAL BUILDING",62,63096
1674,14,"LAKEFRONT/WATERFRONT/RIVERBANK",59,63132
1675,14,"AIRPORT TERMINAL LOWER LEVEL - NON-SECURE AREA",59,63182
1676,14,"COLLEGE/UNIVERSITY RESIDENCE HALL",52,63248
1677,14,"COIN OPERATED MACHINE",47,63301
1678,14,"AIRPORT VENDING ESTABLISHMENT",47,63342
1679,14,"JAIL / LOCK-UP FACILITY",45,63391
1680,14,"PAWN SHOP",40,63434
1681,14,"POOL ROOM",39,63463
1682,14,"AIRPORT BUILDING NON-TERMINAL - SECURE AREA",37,63492
1683,14,"FIRE STATION",35,63555
1684,14,"AIRPORT PARKING LOT",34,63587
1685,14,"AIRPORT EXTERIOR - NON-SECURE AREA",34,63626
1686,14,"AIRPORT TERMINAL UPPER LEVEL - NON-SECURE AREA",34,63680
1687,14,"ANIMAL HOSPITAL",33,63746
1688,14,"AUTO",32,63781
1689,14,"AIRPORT BUILDING NON-TERMINAL - NON-SECURE AREA",30,63805
1690,14,"HIGHWAY/EXPRESSWAY",30,63872
1691,14,"AIRCRAFT",27,63910
1692,14,"CREDIT UNION",26,63938
1693,14,"CEMETARY",25,63970
1694,14,"AIRPORT TERMINAL LOWER LEVEL - SECURE AREA",22,63998
1695,14,"FOREST PRESERVE",22,64060
1696,14,"BOAT/WATERCRAFT",22,64095
1697,14,"SAVINGS AND LOAN",18,64130
1698,14,"HOUSE",17,64166
1699,14,"BRIDGE",16,64191
1700,14,"AIRPORT EXTERIOR - SECURE AREA",14,64217
1701,14,"BOWLING ALLEY",13,64267
1702,14,"NEWSSTAND",10,64300
1703,14,"VEHICLE - OTHER RIDE SERVICE",10,64329
1704,14,"PORCH",7,64377
1705,14,"RETAIL STORE",6,64402
1706,14,"PARKING LOT",6,64434
1707,14,"VACANT LOT",5,64465
1708,14,"YARD",5,64495
1709,14,"AIRPORT TERMINAL MEZZANINE - NON-SECURE AREA",4,64519
1710,14,"AIRPORT TRANSPORTATION SYSTEM (ATS)",3,64583
1711,14,"GAS STATION DRIVE/PROP.",3,64638
1712,14,"CTA TRACKS - RIGHT OF WAY",3,64681
1713,14,"GARAGE",3,64726
1714,14,"TAVERN",2,64752
1715,14,"CHA PARKING LOT",2,64778
1716,14,"GANGWAY",2,64813
1717,14,"HOTEL",2,64840
1718,14,"BASEMENT",2,64865
1719,14,"YMCA",1,64893
1720,14,"RAILROAD PROPERTY",1,64917
1721,14,"CHA GROUNDS",1,64954
1722,14,"CHA HALLWAY",1,64985
1723,14,"SCHOOL YARD",1,65016
1724,14,"CLEANERS/LAUNDROMAT",1,65047
1725,14,"CTA ""L"" PLATFORM",1,65086
1726,14,"DRIVEWAY",1,65122
1727,14,"TRUCK",1,65150
1728,14,"VEHICLE - DELIVERY TRUCK",1,65175
1729,14,"VESTIBULE",1,65219
1730,14,"HALLWAY",1,65248
1731,14,"PRAIRIE",1,65275
1732,15,"STREET",75263,65302
1733,15,"RESIDENCE",52776,65328
1734,15,"SIDEWALK",40068,65357
1735,15,"APARTMENT",29698,65385
1736,15,"OTHER",14971,65414
1737,15,"PARKING LOT/GARAGE(NON.RESID.)",10506,65439
1738,15,"SMALL RETAIL STORE",9426,65489
1739,15,"SCHOOL, PUBLIC, BUILDING",8963,65527
1740,15,"DEPARTMENT STORE",8680,65571
1741,15,"ALLEY",7632,65607
1742,15,"GROCERY FOOD STORE",6069,65632
1743,15,"RESIDENCE PORCH/HALLWAY",5864,65670
1744,15,"RESIDENCE-GARAGE",5150,65713
1745,15,"RESTAURANT",5097,65749
1746,15,"SCHOOL, PUBLIC, GROUNDS",4268,65779
1747,15,"VEHICLE NON-COMMERCIAL",3826,65822
1748,15,"PARK PROPERTY",3676,65864
1749,15,"RESIDENTIAL YARD (FRONT/BACK)",3281,65897
1750,15,"COMMERCIAL / BUSINESS OFFICE",3122,65946
1751,15,"GAS STATION",2998,65994
1752,15,"CTA BUS",2494,66025
1753,15,"CHA PARKING LOT/GROUNDS",2347,66052
1754,15,"DRUG STORE",2230,66095
1755,15,"CTA PLATFORM",2106,66125
1756,15,"CONSTRUCTION SITE",1668,66157
1757,15,"BANK",1652,66194
1758,15,"CHA APARTMENT",1588,66218
1759,15,"VACANT LOT/LAND",1450,66251
1760,15,"CTA TRAIN",1251,66286
1761,15,"HOSPITAL BUILDING/GROUNDS",1162,66315
1762,15,"HOTEL/MOTEL",1116,66360
1763,15,"CHA HALLWAY/STAIRWELL/ELEVATOR",1094,66391
1764,15,"SCHOOL, PRIVATE, BUILDING",1064,66441
1765,15,"AIRPORT/AIRCRAFT",943,66486
1766,15,"GOVERNMENT BUILDING/PROPERTY",920,66522
1767,15,"CHURCH/SYNAGOGUE/PLACE OF WORSHIP",874,66570
1768,15,"CONVENIENCE STORE",832,66623
1769,15,"NURSING HOME/RETIREMENT HOME",816,66660
1770,15,"CURRENCY EXCHANGE",773,66708
1771,15,"POLICE FACILITY/VEH PARKING LOT",760,66745
1772,15,"ABANDONED BUILDING",740,66796
1773,15,"DRIVEWAY - RESIDENTIAL",686,66834
1774,15,"LIBRARY",646,66876
1775,15,"TAVERN/LIQUOR STORE",639,66903
1776,15,"MEDICAL/DENTAL OFFICE",595,66942
1777,15,"WAREHOUSE",561,66983
1778,15,"CTA GARAGE / OTHER PROPERTY",510,67012
1779,15,"ATHLETIC CLUB",493,67059
1780,15,"BARBERSHOP",456,67092
1781,15,"FACTORY/MANUFACTURING BUILDING",448,67122
1782,15,"SCHOOL, PRIVATE, GROUNDS",421,67172
1783,15,"COLLEGE/UNIVERSITY GROUNDS",405,67216
1784,15,"CTA BUS STOP",395,67262
1785,15,"OTHER RAILROAD PROP / TRAIN DEPOT",330,67294
1786,15,"BAR OR TAVERN",316,67347
1787,15,"VEHICLE-COMMERCIAL",311,67380
1788,15,"SPORTS ARENA/STADIUM",275,67418
1789,15,"CLEANING STORE",269,67458
1790,15,"ATM (AUTOMATIC TELLER MACHINE)",261,67492
1791,15,"OTHER COMMERCIAL TRANSPORTATION",213,67542
1792,15,"AIRPORT TERMINAL UPPER LEVEL - SECURE AREA",208,67593
1793,15,"CAR WASH",202,67655
1794,15,"DAY CARE CENTER",184,67683
1795,15,"",183,67718
1796,15,"TAXICAB",170,67738
1797,15,"CTA STATION",122,67765
1798,15,"APPLIANCE STORE",121,67796
1799,15,"MOVIE HOUSE/THEATER",115,67831
1800,15,"COLLEGE/UNIVERSITY RESIDENCE HALL",77,67870
1801,15,"LAKEFRONT/WATERFRONT/RIVERBANK",66,67923
1802,15,"AIRPORT TERMINAL LOWER LEVEL - NON-SECURE AREA",54,67973
1803,15,"FEDERAL BUILDING",53,68039
1804,15,"DELIVERY TRUCK",50,68075
1805,15,"JAIL / LOCK-UP FACILITY",50,68109
1806,15,"COIN OPERATED MACHINE",47,68152
1807,15,"AUTO",44,68193
1808,15,"HIGHWAY/EXPRESSWAY",44,68217
1809,15,"ANIMAL HOSPITAL",42,68255
1810,15,"POOL ROOM",42,68290
1811,15,"AIRPORT TERMINAL LOWER LEVEL - SECURE AREA",38,68319
1812,15,"AIRPORT BUILDING NON-TERMINAL - NON-SECURE AREA",36,68381
1813,15,"CREDIT UNION",36,68448
1814,15,"AIRCRAFT",36,68480
1815,15,"AIRPORT EXTERIOR - NON-SECURE AREA",35,68508
1816,15,"FIRE STATION",34,68562
1817,15,"BOAT/WATERCRAFT",34,68594
1818,15,"PAWN SHOP",33,68629
1819,15,"AIRPORT VENDING ESTABLISHMENT",33,68658
1820,15,"AIRPORT BUILDING NON-TERMINAL - SECURE AREA",33,68707
1821,15,"AIRPORT PARKING LOT",29,68770
1822,15,"AIRPORT TERMINAL UPPER LEVEL - NON-SECURE AREA",28,68809
1823,15,"FOREST PRESERVE",27,68875
1824,15,"BRIDGE",24,68910
1825,15,"CEMETARY",23,68936
1826,15,"AIRPORT EXTERIOR - SECURE AREA",21,68964
1827,15,"HOUSE",21,69014
1828,15,"VEHICLE - OTHER RIDE SERVICE",15,69039
1829,15,"BOWLING ALLEY",15,69087
1830,15,"NEWSSTAND",15,69120
1831,15,"SAVINGS AND LOAN",13,69149
1832,15,"PORCH",8,69185
1833,15,"PARKING LOT",8,69210
1834,15,"AIRPORT TERMINAL MEZZANINE - NON-SECURE AREA",7,69241
1835,15,"YARD",7,69305
1836,15,"HALLWAY",4,69329
1837,15,"GARAGE",4,69356
1838,15,"OFFICE",4,69382
1839,15,"RETAIL STORE",4,69408
1840,15,"AIRPORT TRANSPORTATION SYSTEM (ATS)",4,69440
1841,15,"VACANT LOT",4,69495
1842,15,"CTA TRACKS - RIGHT OF WAY",2,69525
1843,15,"CHA HALLWAY",2,69570
1844,15,"BARBER SHOP/BEAUTY SALON",2,69601
1845,15,"HOTEL",2,69645
1846,15,"CHA PARKING LOT",1,69670
1847,15,"TRUCK",1,69705
1848,15,"GARAGE/AUTO REPAIR",1,69730
1849,15,"DUMPSTER",1,69768
1850,15,"VEHICLE - DELIVERY TRUCK",1,69796
1851,15,"LIQUOR STORE",1,69840
1852,15,"GANGWAY",1,69872
1853,15,"LAKE",1,69899
1854,15,"SEWER",1,69923
1855,15,"SCHOOL YARD",1,69948
1856,15,"BASEMENT",1,69979
1857,15,"CHA GROUNDS",1,70007
1858,15,"STAIRWELL",1,70038
1859,16,"STREET",71956,70067
1860,16,"RESIDENCE",48809,70093
1861,16,"SIDEWALK",35524,70122
1862,16,"APARTMENT",30375,70150
1863,16,"OTHER",14168,70179
1864,16,"PARKING LOT/GARAGE(NON.RESID.)",10596,70204
1865,16,"SMALL RETAIL STORE",9334,70254
1866,16,"DEPARTMENT STORE",9134,70292
1867,16,"ALLEY",7484,70328
1868,16,"GROCERY FOOD STORE",6581,70353
1869,16,"RESIDENCE PORCH/HALLWAY",6068,70391
1870,16,"RESIDENCE-GARAGE",5285,70434
1871,16,"RESTAURANT",4986,70470
1872,16,"PARK PROPERTY",4107,70500
1873,16,"VEHICLE NON-COMMERCIAL",3954,70533
1874,16,"SCHOOL, PUBLIC, BUILDING",3500,70575
1875,16,"GAS STATION",3255,70619
1876,16,"COMMERCIAL / BUSINESS OFFICE",3181,70650
1877,16,"RESIDENTIAL YARD (FRONT/BACK)",3145,70698
1878,16,"CTA PLATFORM",2840,70747
1879,16,"DRUG STORE",2339,70779
1880,16,"CHA PARKING LOT/GROUNDS",2236,70809
1881,16,"CTA BUS",2021,70852
1882,16,"SCHOOL, PUBLIC, GROUNDS",1727,70879
1883,16,"CHA APARTMENT",1541,70922
1884,16,"CTA TRAIN",1482,70955
1885,16,"BANK",1426,70984
1886,16,"VACANT LOT/LAND",1353,71008
1887,16,"CONSTRUCTION SITE",1257,71043
1888,16,"HOTEL/MOTEL",1044,71080
1889,16,"HOSPITAL BUILDING/GROUNDS",1036,71111
1890,16,"CHA HALLWAY/STAIRWELL/ELEVATOR",978,71156
1891,16,"AIRPORT/AIRCRAFT",918,71206
1892,16,"POLICE FACILITY/VEH PARKING LOT",828,71242
1893,16,"CONVENIENCE STORE",828,71293
1894,16,"GOVERNMENT BUILDING/PROPERTY",798,71330
1895,16,"DRIVEWAY - RESIDENTIAL",794,71378
1896,16,"TAVERN/LIQUOR STORE",780,71420
1897,16,"CURRENCY EXCHANGE",777,71459
1898,16,"CHURCH/SYNAGOGUE/PLACE OF WORSHIP",727,71496
1899,16,"NURSING HOME/RETIREMENT HOME",725,71549
1900,16,"LIBRARY",698,71597
1901,16,"ABANDONED BUILDING",694,71624
1902,16,"SCHOOL, PRIVATE, BUILDING",685,71662
1903,16,"ATHLETIC CLUB",574,71707
1904,16,"WAREHOUSE",574,71740
1905,16,"MEDICAL/DENTAL OFFICE",522,71769
1906,16,"CTA GARAGE / OTHER PROPERTY",511,71810
1907,16,"BARBERSHOP",476,71857
1908,16,"FACTORY/MANUFACTURING BUILDING",451,71887
1909,16,"BAR OR TAVERN",414,71937
1910,16,"CTA BUS STOP",353,71970
1911,16,"OTHER RAILROAD PROP / TRAIN DEPOT",337,72002
1912,16,"COLLEGE/UNIVERSITY GROUNDS",334,72055
1913,16,"CLEANING STORE",277,72101
1914,16,"SPORTS ARENA/STADIUM",266,72135
1915,16,"SCHOOL, PRIVATE, GROUNDS",240,72175
1916,16,"VEHICLE-COMMERCIAL",240,72219
1917,16,"ATM (AUTOMATIC TELLER MACHINE)",215,72257
1918,16,"CTA STATION",204,72307
1919,16,"CAR WASH",188,72338
1920,16,"AIRPORT TERMINAL UPPER LEVEL - SECURE AREA",184,72366
